CMPCODE|CUSTID|DOCTYPE|DOCSUBTYPE|DOCNUM|SOURCESYS|INVOICEREF|GLACCT|DOCDATE|POSTDATE|K84DATE|CLEARDATE|DOCDESC|XACTREF|CUSTREF|EXTREF5|DOCCURR|HOMECURR|DUALCURR|NORMCURR|ORGVAL_DOC|ORGVAL_HOME|ORGVAL_DUAL|ORGVAL_NORM|OPENVAL_DOC|OPENVAL_HOME|OPENVAL_DUAL|OPENVAL_NORM
U125|560293001|SALE-INV-USD|INV|6795655|Alliance|275213689|112121|2016-03-04|2016-03-05||||30038902168|223411||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
C310|128307010|SALE-INV-CDN|INV|22234228|LOCUS|320852286|112111|2016-03-04|2016-03-05||||10827171625574|12726||CAD|CAD||USD|658.23|658.23||490.96|658.23|658.23||490.96
U125|560293001|SALE-INV-USD|INV|6797451|Alliance|275216247|112121|2016-03-04|2016-03-05||||30069156114|1150771GTFGAAP04A11507||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
U125|560293001|SALE-INV-USD|INV|6797329|Alliance|275215665|112121|2016-03-04|2016-03-05||||30069114204|5071GFPMAIE0GF52018GF||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
U125|534576001|SALE-INV-USD|INV|6794406|Alliance|914920183|112121|2016-03-04|2016-03-05||||30069050572|80087603||USD|USD||USD|15.8|15.8||15.8|15.8|15.8||15.8
U125|611941001|SALE-INV-USD|INV|6795644|Alliance|923224815|112121|2016-03-04|2016-03-05||||30081640426|||USD|USD||USD|28.75|28.75||28.75|28.75|28.75||28.75
U125|560293001|SALE-INV-USD|INV|6797324|Alliance|275215663|112121|2016-03-04|2016-03-05||||30069114121|5071C757PIE0GF78232365||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
U125|560293001|SALE-INV-USD|INV|6797350|Alliance|275215769|112121|2016-03-04|2016-03-05||||30069116019|48082071||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
C310|372841010|SALE-INV-CDN|INV|22234045|LOCUS|815813044|112111|2016-03-04|2016-03-05||||10827175056699|CR0425686A||CAD|CAD||USD|20.74|20.74||15.47|20.74|20.74||15.47
C310|372841010|SALE-INV-CDN|INV|22232690|LOCUS|410736060|112111|2016-03-04|2016-03-05||||10827911709623|CR0427048A||CAD|CAD||USD|22.32|22.32||16.65|22.32|22.32||16.65
C310|298239010|SALE-INV-CDN|INV|22232949|LOCUS|426252496|112111|2016-03-04|2016-03-05||||10827690235937|NA||CAD|CAD||USD|68.71|68.71||51.25|68.71|68.71||51.25
C310|359544010|SALE-INV-CDN|INV|22234755|LOCUS|458844381|112111|2016-03-04|2016-03-05||||10827690607390|4130005952||CAD|CAD||USD|3134.35|3134.35||2337.85|3134.35|3134.35||2337.85
U125|614122001|SALE-INV-USD|INV|6795184|Alliance|921472544|112121|2016-03-04|2016-03-05||||30081544636|14043450AM||USD|USD||USD|11.5|11.5||11.5|11.5|11.5||11.5
C310|140541010|SALE-INV-CDN|INV|22235089|LOCUS|426256478|112111|2016-03-04|2016-03-05||||10827961207346|6556774||CAD|CAD||USD|49.01|49.01||36.56|49.01|49.01||36.56
U125|531118001|SALE-INV-USD|INV|6796726|Alliance|940618042|112121|2016-03-04|2016-03-05||||30038893151|55AN5Q8AAP05A370183N5||USD|USD||USD|8|8||8|8|8||8
U125|560293001|SALE-INV-USD|INV|6797491|Alliance|275216418|112121|2016-03-04|2016-03-05||||30069165446|1164444336S4U88AP06A11||USD|USD||USD|14.7|14.7||14.7|14.7|14.7||14.7
C310|372841010|SALE-INV-CDN|INV|22232504|LOCUS|410731279|112111|2016-03-04|2016-03-05||||10827175078957|CR0418242A||CAD|CAD||USD|22.32|22.32||16.65|22.32|22.32||16.65
C310|269932010|SALE-INV-CDN|INV|22234522|LOCUS|426252005|112111|2016-03-04|2016-03-05||||10827961133780|331000596||CAD|CAD||USD|305.52|305.52||227.88|305.52|305.52||227.88
C310|359544010|SALE-INV-CDN|INV|22234749|LOCUS|458840016|112111|2016-03-04|2016-03-05||||10827690429908|4030002066||CAD|CAD||USD|81.16|81.16||60.54|81.16|81.16||60.54
C310|372553008|SALE-INV-CDN|INV|22234757|LOCUS|458842246|112111|2016-03-04|2016-03-05||||10827690524788|008162000181559||CAD|CAD||USD|3144.75|3144.75||2345.6|3144.75|3144.75||2345.6
U125|510548001|SALE-INV-USD|INV|6793903|Alliance|914908824|112121|2016-03-04|2016-03-05||||30058918995|06217447||USD|USD||USD|46.56|46.56||46.56|46.56|46.56||46.56
U125|552883001|SALE-INV-USD|INV|6793423|Alliance|902255855|112121|2016-03-04|2016-03-05||||30058276733|12559||USD|USD||USD|47|47||47|47|47||47
U125|620676001|SALE-INV-USD|INV|6794281|Alliance|914914995|112121|2016-03-04|2016-03-05||||30058933085|3003880||USD|USD||USD|8.75|8.75||8.75|8.75|8.75||8.75
C310|372841010|SALE-INV-CDN|INV|22232661|LOCUS|410734971|112111|2016-03-04|2016-03-05||||10827175077832|D740710995||CAD|CAD||USD|22.32|22.32||16.65|22.32|22.32||16.65
C310|373379045|SALE-INV-CDN|INV|22234201|LOCUS|842311252|112111|2016-03-04|2016-03-05||||10827690187633|021816||CAD|CAD||USD|14.18|14.18||10.58|14.18|14.18||10.58
U125|559908001|SALE-INV-USD|INV|6794767|Alliance|914928388|112121|2016-03-04|2016-03-05||||30069205135|58216||USD|USD|CAD|USD|18.7|18.7|26.09|18.7|18.7|18.7|26.09|18.7
C310|273045010|SALE-INV-CDN|INV|22232373|LOCUS|410749088|112111|2016-03-04|2016-03-05||||10827911812355|CR9543439A||CAD|CAD|USD|USD|23.92|23.92|18.69|18.69|23.92|23.92|18.69|18.69
C310|372841070|SALE-INV-CDN|INV|22233717|LOCUS|458840127|112111|2016-03-04|2016-03-05||||10827175040714|CR0447402A||CAD|CAD||USD|271.04|271.04||202.16|271.04|271.04||202.16
C310|136768010|SALE-INV-CDN|INV|22235075|LOCUS|426256518|112111|2016-03-04|2016-03-05||||10827690647014|113941037055||CAD|CAD|USD|USD|862.88|862.88|674.13|674.13|862.88|862.88|674.13|674.13
C310|375429010|SALE-INV-CDN|INV|22235281|LOCUS|438575504|112111|2016-03-04|2016-03-05||||10827690568565|160241||CAD|CAD|USD|USD|870.55|870.55|690.09|690.09|870.55|870.55|690.09|690.09
U125|559581001|SALE-INV-USD|INV|6793739|Alliance|163098608|112121|2016-03-04|2016-03-05||||30054576656|E2016053||USD|USD||USD|56.5|56.5||56.5|56.5|56.5||56.5
U125|508743001|SALE-INV-USD|INV|6793823|Alliance|914907489|112121|2016-03-04|2016-03-05||||30068825149|154390219||USD|USD|CAD|USD|27.5|27.5|38.54|27.5|27.5|27.5|38.54|27.5
U125|537831001|SALE-INV-USD|INV|6794759|Alliance|914928271|112121|2016-03-04|2016-03-05||||30069200730|07R11276||USD|USD|CAD|USD|16|16|22.32|16|16|16|22.32|16
U125|617241001|SALE-INV-USD|INV|6788104|Alliance|923222421|112121|2016-03-03|2016-03-04||||30068891000|373625|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|611891001|SALE-INV-USD|INV|6797214|Alliance|945665288|112121|2016-03-04|2016-03-05||||30032400359|0000848440||USD|USD||USD|7|7||7|7|7||7
U125|548156001|SALE-INV-USD|INV|6797230|Alliance|946262673|112121|2016-03-04|2016-03-05||||30068862852|USCA11004680R||USD|USD||USD|24|24||24|24|24||24
U125|565685001|SALE-INV-USD|INV|6797241|Alliance|946263089|112121|2016-03-04|2016-03-05||||30069157435|||USD|USD|CAD|USD|27.75|27.75|38.89|27.75|27.75|27.75|38.89|27.75
U125|616167001|SALE-INV-USD|INV|6788009|Alliance|923221181|112121|2016-03-03|2016-03-04||||30068838118||12|USD|USD||USD|24.75|24.75||24.75|24.75|24.75||24.75
U125|610151001|SALE-INV-USD|INV|6784690|Alliance|602137622|112121|2016-03-03|2016-03-04||||30092087252|306849953486|4|USD|USD||USD|27|27||27|27|27||27
U125|612169001|SALE-INV-USD|INV|6784703|Alliance|602137715|112121|2016-03-03|2016-03-04||||30092087781|15485|5|USD|USD||USD|36.7|36.7||36.7|36.7|36.7||36.7
U125|617241001|SALE-INV-USD|INV|6788207|Alliance|923223246|112121|2016-03-03|2016-03-04||||30068925626|034262265442|2|USD|USD||USD|34.19|34.19||34.19|34.19|34.19||34.19
U125|557232001|SALE-INV-USD|INV|6783668|Alliance|161274811|112121|2016-03-03|2016-03-04||||30059731793|E2062916|77|USD|USD||USD|268.42|268.42||268.42|268.42|268.42||268.42
U125|610088001|SALE-INV-USD|INV|6784480|Alliance|602124439|112121|2016-03-03|2016-03-04||||30059492271|1789172|17|USD|USD||USD|103.67|103.67||103.67|103.67|103.67||103.67
U125|567553001|SALE-INV-USD|INV|6786514|Alliance|914911646|112121|2016-03-03|2016-03-04||||30068895472|BOL6046394|18|USD|USD|CAD|USD|15.4|15.4|21.58|15.4|15.4|15.4|21.58|15.4
U125|617241001|SALE-INV-USD|INV|6788940|Alliance|936566859|112121|2016-03-03|2016-03-04||||30057680190||2|USD|USD||USD|22.28|22.28||22.28|22.28|22.28||22.28
U125|617241001|SALE-INV-USD|INV|6788243|Alliance|923226771|112121|2016-03-03|2016-03-04||||30069074390|55965|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|610151001|SALE-INV-USD|INV|6784796|Alliance|602138428|112121|2016-03-03|2016-03-04||||30092092310|306849953494|4|USD|USD||USD|27|27||27|27|27||27
U125|611903001|SALE-INV-USD|INV|6784607|Alliance|602136652|112121|2016-03-03|2016-03-04||||30081189481|00137858|21|USD|USD||USD|38.65|38.65||38.65|38.65|38.65||38.65
U125|617241001|SALE-INV-USD|INV|6788942|Alliance|936566860|112121|2016-03-03|2016-03-04||||30057680208||2|USD|USD||USD|14.05|14.05||14.05|14.05|14.05||14.05
U125|617241001|SALE-INV-USD|INA|6784511|Alliance|602131554|112121|2016-03-03|2016-03-04||||30092050128||2|USD|USD||USD|-1.75|-1.75||-1.75|-1.75|-1.75||-1.75
U125|616167001|SALE-INV-USD|INV|6787985|Alliance|923220795|112121|2016-03-03|2016-03-04||||30068816874|120315|12|USD|USD||USD|24.75|24.75||24.75|24.75|24.75||24.75
U125|617241001|SALE-INV-USD|INV|6788937|Alliance|936566443|112121|2016-03-03|2016-03-04||||30057677204||2|USD|USD||USD|14.05|14.05||14.05|14.05|14.05||14.05
U125|616167001|SALE-INV-USD|INV|6787950|Alliance|923220497|112121|2016-03-03|2016-03-04||||30068810323|120297|12|USD|USD||USD|36.75|36.75||36.75|36.75|36.75||36.75
U125|616167001|SALE-INV-USD|INV|6788026|Alliance|923221438|112121|2016-03-03|2016-03-04||||30068848067||12|USD|USD||USD|24.75|24.75||24.75|24.75|24.75||24.75
U125|612170001|SALE-INV-USD|INV|6784748|Alliance|602138155|112121|2016-03-03|2016-03-04||||30092090876|1526|4|USD|USD||USD|55|55||55|55|55||55
U125|555720001|SALE-INV-USD|INV|6783654|Alliance|161274802|112121|2016-03-03|2016-03-04||||30059724921|E160223|78|USD|USD||USD|26.65|26.65||26.65|26.65|26.65||26.65
U125|557232001|SALE-INV-USD|INV|6783728|Alliance|161274861|112121|2016-03-03|2016-03-04||||30059729805|E7063116|77|USD|USD||USD|196.31|196.31||196.31|196.31|196.31||196.31
U125|557232001|SALE-INV-USD|INV|6783730|Alliance|161274870|112121|2016-03-03|2016-03-04||||30059656974|TGD02216|77|USD|USD||USD|643.73|643.73||643.73|643.73|643.73||643.73
U125|617241001|SALE-INV-USD|INV|6787799|Alliance|923213242|112121|2016-03-03|2016-03-04||||30068499408||2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|957993001|SALE-INV-USD|INV|6780341|SmartBorder|138536082|112121|2016-03-02|2016-03-03||||30071090202|13896300 MB|SB00084367|USD|USD|CAD|USD|30|30|42.07|30|30|30|42.07|30
U125|610151001|SALE-INV-USD|INV|6784744|Alliance|602138131|112121|2016-03-03|2016-03-04||||30092090710|306849953493|4|USD|USD||USD|33.75|33.75||33.75|33.75|33.75||33.75
U125|617241001|SALE-INV-USD|INV|6788126|Alliance|923222563|112121|2016-03-03|2016-03-04||||30068898872|0393236811161|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|567553001|SALE-INV-USD|INV|6786200|Alliance|914907229|112121|2016-03-03|2016-03-04||||30068821742|BOL6042438|18|USD|USD|CAD|USD|38.4|38.4|53.82|38.4|38.4|38.4|53.82|38.4
U125|693010001|SALE-INV-USD|INB|6780902|SmartBorder|138524903|112121|2016-03-02|2016-03-03||||30070995062|BUB00201527|SB00084276|USD|USD||USD|22.25|22.25||22.25|22.25|22.25||22.25
U125|944822001|SALE-INV-USD|INV|6780705|SmartBorder|138536536|112121|2016-03-02|2016-03-03||||30075434679|6LJ29322|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|690048001|SALE-INV-USD|INV|6781031|SmartBorder|138535817|112121|2016-03-02|2016-03-03||||30075428200|G77868|SB00084272|USD|USD||USD|22.01|22.01||22.01|22.01|22.01||22.01
U125|612353001|SALE-INV-USD|INV|6778160|Alliance|923221743|112121|2016-03-02|2016-03-03||||30068856045||1|USD|USD||USD|19.75|19.75||19.75|19.75|19.75||19.75
U125|954026001|SALE-INV-USD|INV|6780554|SmartBorder|138536345|112121|2016-03-02|2016-03-03||||30071092414|138311|SB00084352|USD|USD||USD|26.55|26.55||26.55|26.55|26.55||26.55
U125|912205001|SALE-INV-USD|INV|6780799|SmartBorder|138536642|112121|2016-03-02|2016-03-03||||30071095581|JC3006|SB00084327|USD|USD||USD|20.6|20.6||20.6|20.6|20.6||20.6
U125|957993001|SALE-INV-USD|INV|6774528|SmartBorder|138536092|112121|2016-03-02|2016-03-03||||30071090194|80288354526 MB|SB00084367|USD|USD|CAD|USD|30|30|42.07|30|30|30|42.07|30
U125|945786001|SALE-INV-USD|INV|6780450|SmartBorder|138536213|112121|2016-03-02|2016-03-03||||30071092323|9166280|SB00084342|USD|USD|CAD|USD|70.26|70.26|98.52|70.26|70.26|70.26|98.52|70.26
U125|944822001|SALE-INV-USD|INV|6780765|SmartBorder|138536605|112121|2016-03-02|2016-03-03||||30075437433|CS226808|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|921294001|SALE-INV-USD|INV|6774429|SmartBorder|138535787|112121|2016-03-02|2016-03-03||||30075435825|WAMMMA0542642|SB00084338|USD|USD||USD|42.37|42.37||42.37|42.37|42.37||42.37
U125|956302001|SALE-INV-USD|INV|6780549|SmartBorder|138536337|112121|2016-03-02|2016-03-03||||30071083314|SH008864|SB00084360|USD|USD||USD|13|13||13|13|13||13
U125|617241001|SALE-INV-USD|INV|6778222|Alliance|923222489|112121|2016-03-02|2016-03-03||||30068895977|034262265503|2|USD|USD||USD|34.19|34.19||34.19|34.19|34.19||34.19
U125|955197001|SALE-INV-USD|INV|6780663|SmartBorder|138536481|112121|2016-03-02|2016-03-03||||30071094287|SO414009|SB00084356|USD|USD|CAD|USD|26.75|26.75|37.51|26.75|26.75|26.75|37.51|26.75
U125|906818001|SALE-INV-USD|INV|6780719|SmartBorder|138536554|112121|2016-03-02|2016-03-03||||30071095250|SO7411923032253|SB00084317|USD|USD||USD|14.8|14.8||14.8|14.8|14.8||14.8
U125|921294001|SALE-INV-USD|INV|6774534|SmartBorder|138535591|112121|2016-03-02|2016-03-03||||30075435221|GBUIMA0542618|SB00084338|USD|USD||USD|7.3|7.3||7.3|7.3|7.3||7.3
U125|692983001|SALE-INV-USD|INV|6781012|SmartBorder|138535577|112121|2016-03-02|2016-03-03||||30071086580|82109705|SB00084275|USD|USD||USD|21.15|21.15||21.15|21.15|21.15||21.15
U125|692983001|SALE-INV-USD|INV|6781020|SmartBorder|138535774|112121|2016-03-02|2016-03-03||||30071023328|82093332|SB00084275|USD|USD||USD|21.15|21.15||21.15|21.15|21.15||21.15
U125|921294001|SALE-INV-USD|INV|6780181|SmartBorder|138535795|112121|2016-03-02|2016-03-03||||30075435841|VALRMO2764702|SB00084338|USD|USD||USD|7.3|7.3||7.3|7.3|7.3||7.3
U125|901293001|SALE-INV-USD|INV|6780368|SmartBorder|138536116|112121|2016-03-02|2016-03-03||||30075436674|617598|SB00084288|USD|USD||USD|19.6|19.6||19.6|19.6|19.6||19.6
U125|690048001|SALE-INV-USD|INV|6780924|SmartBorder|138535667|112121|2016-03-02|2016-03-03||||30075435577|B72945|SB00084272|USD|USD||USD|23.77|23.77||23.77|23.77|23.77||23.77
U125|944822001|SALE-INV-USD|INV|6780768|SmartBorder|138536607|112121|2016-03-02|2016-03-03||||30075437417|EG109658|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|921294001|SALE-INV-USD|INV|6780784|SmartBorder|138536631|112121|2016-03-02|2016-03-03||||30075437896|ARGCMA0542693|SB00084338|USD|USD||USD|7.3|7.3||7.3|7.3|7.3||7.3
U125|612222001|SALE-INV-USD|INV|6774656|Alliance|602136441|112121|2016-03-02|2016-03-03||||30092080828|0207404|8|USD|USD||USD|68.25|68.25||68.25|68.25|68.25||68.25
U125|956302001|SALE-INV-USD|INV|6780553|SmartBorder|138536346|112121|2016-03-02|2016-03-03||||30071083926|SH008881|SB00084360|USD|USD||USD|13|13||13|13|13||13
U125|617241001|SALE-INV-USD|INV|6778236|Alliance|923223715|112121|2016-03-02|2016-03-03||||30068940518||2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|944822001|SALE-INV-USD|INV|6780688|SmartBorder|138536518|112121|2016-03-02|2016-03-03||||30075436765|71633718|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|957993001|SALE-INV-USD|INV|6780411|SmartBorder|138536164|112121|2016-03-02|2016-03-03||||30071090244|80288354532 MB|SB00084367|USD|USD|CAD|USD|30|30|42.07|30|30|30|42.07|30
U125|904932001|SALE-INV-USD|INV|6774390|SmartBorder|138535738|112121|2016-03-02|2016-03-03||||30070995153|S8R010|SB00084306|USD|USD||USD|40|40||40|40|40||40
U125|950986001|SALE-INV-USD|INV|6774465|SmartBorder|138535882|112121|2016-03-02|2016-03-03||||30071037161|90411564|SB00084351|USD|USD|CAD|USD|8.05|8.05|11.29|8.05|8.05|8.05|11.29|8.05
U125|612353001|SALE-INV-USD|INV|6778053|Alliance|923221063|112121|2016-03-02|2016-03-03||||30068832178||1|USD|USD||USD|19.75|19.75||19.75|19.75|19.75||19.75
U125|617241001|SALE-INV-USD|INV|6778127|Alliance|923221465|112121|2016-03-02|2016-03-03||||30081630161|034262265422|2|USD|USD||USD|34.19|34.19||34.19|34.19|34.19||34.19
U125|692507001|SALE-INV-USD|INV|6780916|SmartBorder|138535665|112121|2016-03-02|2016-03-03||||30071082571|80432443|SB00084273|USD|USD||USD|26.8|26.8||26.8|26.8|26.8||26.8
U125|693173001|SALE-INV-USD|INV|6780937|SmartBorder|138535668|112121|2016-03-02|2016-03-03||||30070997738|52259962|SB00084279|USD|USD||USD|21|21||21|21|21||21
U125|693173001|SALE-INV-USD|INV|6780950|SmartBorder|138535670|112121|2016-03-02|2016-03-03||||30071082936|52261574|SB00084279|USD|USD||USD|21|21||21|21|21||21
U125|957993001|SALE-INV-USD|INV|6780402|SmartBorder|138536153|112121|2016-03-02|2016-03-03||||30071090384|93991 MB|SB00084367|USD|USD|CAD|USD|30|30|42.07|30|30|30|42.07|30
U125|617241001|SALE-INV-USD|INV|6777787|Alliance|923209562|112121|2016-03-02|2016-03-03||||30068343424||2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|693010001|SALE-INV-USD|INB|6780896|SmartBorder|138524890|112121|2016-03-02|2016-03-03||||30070995013|BUDB00201535|SB00084276|USD|USD||USD|22.25|22.25||22.25|22.25|22.25||22.25
U125|921294001|SALE-INV-USD|INV|6774535|SmartBorder|138535595|112121|2016-03-02|2016-03-03||||30075435262|CHLOMO2764614|SB00084338|USD|USD||USD|38.5|38.5||38.5|38.5|38.5||38.5
U125|612222001|SALE-INV-USD|INV|6774823|Alliance|602137670|112121|2016-03-02|2016-03-03||||30092087500|0207424|8|USD|USD||USD|68.25|68.25||68.25|68.25|68.25||68.25
U125|692513001|SALE-INV-USD|INV|6781065|SmartBorder|138535943|112121|2016-03-02|2016-03-03||||30071089212|72407|SB00084274|USD|USD||USD|18|18||18|18|18||18
U125|903236001|SALE-INV-USD|INV|6780508|SmartBorder|138536286|112121|2016-03-02|2016-03-03||||30071091556|06ANJ|SB00084297|USD|USD||USD|10.95|10.95||10.95|10.95|10.95||10.95
U125|610151001|SALE-INV-USD|INV|6774662|Alliance|602136552|112121|2016-03-02|2016-03-03||||30092081396|306849953472|4|USD|USD||USD|27|27||27|27|27||27
U125|690048001|SALE-INV-USD|INV|6781021|SmartBorder|138535762|112121|2016-03-02|2016-03-03||||30075426311|G77867|SB00084272|USD|USD||USD|26.58|26.58||26.58|26.58|26.58||26.58
U125|617241001|SALE-INV-USD|INV|6774690|Alliance|602136800|112121|2016-03-02|2016-03-03||||30092083020|61803|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|944822001|SALE-INV-USD|INV|6780731|SmartBorder|138536564|112121|2016-03-02|2016-03-03||||30075434646|BS523384|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|617241001|SALE-INV-USD|INV|6778102|Alliance|923221362|112121|2016-03-02|2016-03-03||||30068845600|373585|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|947884001|SALE-INV-USD|INV|6780635|SmartBorder|138536431|112121|2016-03-02|2016-03-03||||30071093925||SB00084346|USD|USD||USD|21.2|21.2||21.2|21.2|21.2||21.2
U125|944822001|SALE-INV-USD|INV|6780685|SmartBorder|138536512|112121|2016-03-02|2016-03-03||||30075436831|8J168510|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|617241001|SALE-INV-USD|INV|6774845|Alliance|602137881|112121|2016-03-02|2016-03-03||||30092088797|956087|2|USD|USD||USD|9.19|9.19||9.19|9.19|9.19||9.19
U125|921294001|SALE-INV-USD|INV|6780394|SmartBorder|138536143|112121|2016-03-02|2016-03-03||||30075436716|FTEDMO2764907|SB00084338|USD|USD||USD|66.55|66.55||66.55|66.55|66.55||66.55
U125|612353001|SALE-INV-USD|INV|6777900|Alliance|923218306|112121|2016-03-02|2016-03-03||||30068714194|0000430771|1|USD|USD||USD|19.75|19.75||19.75|19.75|19.75||19.75
U125|921294001|SALE-INV-USD|INV|6774546|SmartBorder|138535598|112121|2016-03-02|2016-03-03||||30075435296|DNCTMO2764619|SB00084338|USD|USD||USD|33.61|33.61||33.61|33.61|33.61||33.61
U125|612222001|SALE-INV-USD|INV|6774846|Alliance|602137878|112121|2016-03-02|2016-03-03||||30092088789|0207432|8|USD|USD||USD|34.5|34.5||34.5|34.5|34.5||34.5
U125|921294001|SALE-INV-USD|INV|6774565|SmartBorder|138535614|112121|2016-03-02|2016-03-03||||30075435429|NOGTMO2764655|SB00084338|USD|USD||USD|38.5|38.5||38.5|38.5|38.5||38.5
U125|921294001|SALE-INV-USD|INV|6774575|SmartBorder|138535624|112121|2016-03-02|2016-03-03||||30075435486|GRFLMA0542624|SB00084338|USD|USD||USD|38.34|38.34||38.34|38.34|38.34||38.34
U125|956820001|SALE-INV-USD|INV|6780630|SmartBorder|138536425|112121|2016-03-02|2016-03-03||||30071094790|305270|SB00084364|USD|USD||USD|20|20||20|20|20||20
U125|615445001|SALE-INV-USD|INV|6774843|Alliance|602137864|112121|2016-03-02|2016-03-03||||30092088656|9383|4|USD|USD||USD|44.5|44.5||44.5|44.5|44.5||44.5
U125|944822001|SALE-INV-USD|INV|6780738|SmartBorder|138536575|112121|2016-03-02|2016-03-03||||30075434422|7PA65648|SB00084340|USD|USD||USD|95|95||95|95|95||95
U125|921294001|SALE-INV-USD|INV|6780668|SmartBorder|138536487|112121|2016-03-02|2016-03-03||||30075437607|VALRMO2765092|SB00084338|USD|USD||USD|7.3|7.3||7.3|7.3|7.3||7.3
U125|904477001|SALE-INV-USD|INV|6780709|SmartBorder|138536542|112121|2016-03-02|2016-03-03||||30071095383|UQ26334|SB00084302|USD|USD||USD|14.35|14.35||14.35|14.35|14.35||14.35
U125|617241001|SALE-INV-USD|INV|6778170|Alliance|923221859|112121|2016-03-02|2016-03-03||||30068863850|040411581009|2|USD|USD||USD|21.19|21.19||21.19|21.19|21.19||21.19
U125|950986001|SALE-INV-USD|INV|6780656|SmartBorder|138536471|112121|2016-03-02|2016-03-03||||30071093867||SB00084351|USD|USD|CAD|USD|8.05|8.05|11.29|8.05|8.05|8.05|11.29|8.05
U125|690048001|SALE-INV-USD|INV|6781030|SmartBorder|138535824|112121|2016-03-02|2016-03-03||||30075428150|G77869|SB00084272|USD|USD||USD|22.46|22.46||22.46|22.46|22.46||22.46
U125|693039001|SALE-INV-USD|INV|6781034|SmartBorder|138535627|112121|2016-03-02|2016-03-03||||30075435494|450119662885463718|SB00084277|USD|USD||USD|37.69|37.69||37.69|37.69|37.69||37.69
U125|921294001|SALE-INV-USD|INV|6780240|SmartBorder|138535946|112121|2016-03-02|2016-03-03||||30075436252|CHLOMO2764783|SB00084338|USD|USD||USD|38.36|38.36||38.36|38.36|38.36||38.36
U125|692983001|SALE-INV-USD|INV|6780900|SmartBorder|138536250|112121|2016-03-02|2016-03-03||||30071091572|82109883|SB00084275|USD|USD||USD|21.15|21.15||21.15|21.15|21.15||21.15
U125|692513001|SALE-INV-USD|INV|6780921|SmartBorder|138536318|112121|2016-03-02|2016-03-03||||30071093859|72412|SB00084274|USD|USD||USD|18|18||18|18|18||18
U125|693010001|SALE-INV-USD|INV|6780995|SmartBorder|138536673|112121|2016-03-02|2016-03-03||||30071032741|BUDB 00201576|SB00084276|USD|USD||USD|22.25|22.25||22.25|22.25|22.25||22.25
U125|912223001|SALE-INV-USD|INV|6780517|SmartBorder|138536294|112121|2016-03-02|2016-03-03||||30071092984|08464801|SB00084328|USD|USD||USD|21|21||21|21|21||21
U125|921294001|SALE-INV-USD|INV|6780497|SmartBorder|138536264|112121|2016-03-02|2016-03-03||||30075437094|CSBCMO2764943|SB00084338|USD|USD||USD|33.28|33.28||33.28|33.28|33.28||33.28
U125|903236001|SALE-INV-USD|INV|6774515|SmartBorder|138535576|112121|2016-03-02|2016-03-03||||30071085921|PO  10918021|SB00084297|USD|USD||USD|35.95|35.95||35.95|35.95|35.95||35.95
U125|956493001|SALE-INV-USD|INV|6780544|SmartBorder|138536332|112121|2016-03-02|2016-03-03||||30071094048|POVERBALGREG0302|SB00084363|USD|USD||USD|11.95|11.95||11.95|11.95|11.95||11.95
U125|954026001|SALE-INV-USD|INV|6780792|SmartBorder|138536637|112121|2016-03-02|2016-03-03||||30071096282|139052925593|SB00084352|USD|USD||USD|114.25|114.25||114.25|114.25|114.25||114.25
U125|956492001|SALE-INV-USD|INV|6780338|SmartBorder|138536077|112121|2016-03-02|2016-03-03||||30071089253|86868 I|SB00084362|USD|USD||USD|11.95|11.95||11.95|11.95|11.95||11.95
U125|692983001|SALE-INV-USD|INV|6780970|SmartBorder|138536519|112121|2016-03-02|2016-03-03||||30071095748|82107899|SB00084275|USD|USD||USD|21.15|21.15||21.15|21.15|21.15||21.15
U125|901293001|SALE-INV-USD|INV|6780349|SmartBorder|138536087|112121|2016-03-02|2016-03-03||||30075436591|627209|SB00084288|USD|USD||USD|19.6|19.6||19.6|19.6|19.6||19.6
U125|950986001|SALE-INV-USD|INV|6774477|SmartBorder|138535890|112121|2016-03-02|2016-03-03||||30071087430|90412066|SB00084351|USD|USD|CAD|USD|8.05|8.05|11.29|8.05|8.05|8.05|11.29|8.05
